# Copyright (c) 2012, ClearCanvas Inc.
# All rights reserved.
# http://www.clearcanvas.ca
#
# generated from DICOM standard
# columns are in the same order as parameters to the DicomTag constructor
# eg. tag;name;varName;vr;isMultiVrTag;vmLow;vmHigh;isRetired
#
1610800;Position of Isocenter Projection;PositionOfIsocenterProjection;FL;False;2;2;False
1610802;Field of View Sequence;FieldOfViewSequence;SQ;False;1;1;False
1610803;Field of View Description;FieldOfViewDescription;LO;False;1;1;False
1610804;Exposure Control Sensing Regions Sequence;ExposureControlSensingRegionsSequence;SQ;False;1;1;False
1610805;Exposure Control Sensing Region Shape;ExposureControlSensingRegionShape;CS;False;1;1;False
1610806;Exposure Control Sensing Region Left Vertical Edge;ExposureControlSensingRegionLeftVerticalEdge;SS;False;1;1;False
1610807;Exposure Control Sensing Region Right Vertical Edge;ExposureControlSensingRegionRightVerticalEdge;SS;False;1;1;False
1610808;Exposure Control Sensing Region Upper Horizontal Edge;ExposureControlSensingRegionUpperHorizontalEdge;SS;False;1;1;False
1610809;Exposure Control Sensing Region Lower Horizontal Edge;ExposureControlSensingRegionLowerHorizontalEdge;SS;False;1;1;False
1610816;Center of Circular Exposure Control Sensing Region;CenterOfCircularExposureControlSensingRegion;SS;False;2;2;False
1610817;Radius of Circular Exposure Control Sensing Region;RadiusOfCircularExposureControlSensingRegion;US;False;1;1;False
1610818;Vertices of the Polygonal Exposure Control Sensing Region;VerticesOfThePolygonalExposureControlSensingRegion;SS;False;2;4294967295;False
1610823;Column Angulation (Patient);ColumnAngulationPatient;FL;False;1;1;False
1610825;Beam Angle;BeamAngle;FL;False;1;1;False
1610833;Frame Detector Parameters Sequence;FrameDetectorParametersSequence;SQ;False;1;1;False
1610834;Calculated Anatomy Thickness;CalculatedAnatomyThickness;FL;False;1;1;False
1610837;Calibration Sequence;CalibrationSequence;SQ;False;1;1;False
1610838;Object Thickness Sequence;ObjectThicknessSequence;SQ;False;1;1;False
1610839;Plane Identification;PlaneIdentification;CS;False;1;1;False
1610849;Field of View Dimension(s) in Float;FieldOfViewDimensionsInFloat;FL;False;1;2;False
1610850;Isocenter Reference System Sequence;IsocenterReferenceSystemSequence;SQ;False;1;1;False
1610851;Positioner Isocenter Primary Angle;PositionerIsocenterPrimaryAngle;FL;False;1;1;False
1610852;Positioner Isocenter Secondary Angle;PositionerIsocenterSecondaryAngle;FL;False;1;1;False
1610853;Positioner Isocenter Detector Rotation Angle;PositionerIsocenterDetectorRotationAngle;FL;False;1;1;False
1610854;Table X Position to Isocenter;TableXPositionToIsocenter;FL;False;1;1;False
1610855;Table Y Position to Isocenter;TableYPositionToIsocenter;FL;False;1;1;False
1610856;Table Z Position to Isocenter;TableZPositionToIsocenter;FL;False;1;1;False
1610857;Table Horizontal Rotation Angle;TableHorizontalRotationAngle;FL;False;1;1;False
1610864;Table Head Tilt Angle;TableHeadTiltAngle;FL;False;1;1;False
1610865;Table Cradle Tilt Angle;TableCradleTiltAngle;FL;False;1;1;False
1610866;Frame Display Shutter Sequence;FrameDisplayShutterSequence;SQ;False;1;1;False
1610867;Acquired Image Area Dose Product;AcquiredImageAreaDoseProduct;FL;False;1;1;False
1610868;C-arm Positioner Tabletop Relationship;CArmPositionerTabletopRelationship;CS;False;1;1;False
1610870;X-Ray Geometry Sequence;XRayGeometrySequence;SQ;False;1;1;False
1610871;Irradiation Event Identification Sequence;IrradiationEventIdentificationSequence;SQ;False;1;1;False
1611012;X-Ray 3D Frame Type Sequence;XRay3dFrameTypeSequence;SQ;False;1;1;False
1611014;Contributing Sources Sequence;ContributingSourcesSequence;SQ;False;1;1;False
1611015;X-Ray 3D Acquisition Sequence;XRay3dAcquisitionSequence;SQ;False;1;1;False
1611016;Primary Positioner Scan Arc;PrimaryPositionerScanArc;FL;False;1;1;False
1611017;Secondary Positioner Scan Arc;SecondaryPositionerScanArc;FL;False;1;1;False
1611024;Primary Positioner Scan Start Angle;PrimaryPositionerScanStartAngle;FL;False;1;1;False
1611025;Secondary Positioner Scan Start Angle;SecondaryPositionerScanStartAngle;FL;False;1;1;False
1611028;Primary Positioner Increment;PrimaryPositionerIncrement;FL;False;1;1;False
1611029;Secondary Positioner Increment;SecondaryPositionerIncrement;FL;False;1;1;False
1611030;Start Acquisition DateTime;StartAcquisitionDatetime;DT;False;1;1;False
1611031;End Acquisition DateTime;EndAcquisitionDatetime;DT;False;1;1;False
1611044;Application Name;ApplicationName;LO;False;1;1;False
1611045;Application Version;ApplicationVersion;LO;False;1;1;False
1611046;Application Manufacturer;ApplicationManufacturer;LO;False;1;1;False
1611047;Algorithm Type;AlgorithmType;CS;False;1;1;False
1611048;Algorithm Description;AlgorithmDescription;LO;False;1;1;False
1611056;X-Ray 3D Reconstruction Sequence;XRay3dReconstructionSequence;SQ;False;1;1;False
1611057;Reconstruction Description;ReconstructionDescription;LO;False;1;1;False
1611064;Per Projection Acquisition Sequence;PerProjectionAcquisitionSequence;SQ;False;1;1;False
1611265;Diffusion b-matrix Sequence;DiffusionBMatrixSequence;SQ;False;1;1;False
1611266;Diffusion b-value XX;DiffusionBValueXx;FD;False;1;1;False
1611267;Diffusion b-value XY;DiffusionBValueXy;FD;False;1;1;False
1611268;Diffusion b-value XZ;DiffusionBValueXz;FD;False;1;1;False
1611269;Diffusion b-value YY;DiffusionBValueYy;FD;False;1;1;False
1611270;Diffusion b-value YZ;DiffusionBValueYz;FD;False;1;1;False
1611271;Diffusion b-value ZZ;DiffusionBValueZz;FD;False;1;1;False
1611521;Decay Correction DateTime;DecayCorrectionDatetime;DT;False;1;1;False
1611541;Start Density Threshold;StartDensityThreshold;FD;False;1;1;False
1611542;Start Relative Density Difference Threshold;StartRelativeDensityDifferenceThreshold;FD;False;1;1;False
1611543;Start Cardiac Trigger Count Threshold;StartCardiacTriggerCountThreshold;FD;False;1;1;False
1611544;Start Respiratory Trigger Count Threshold;StartRespiratoryTriggerCountThreshold;FD;False;1;1;False
1611545;Termination Counts Threshold;TerminationCountsThreshold;FD;False;1;1;False
1611552;Termination Density Threshold;TerminationDensityThreshold;FD;False;1;1;False
1611553;Termination Relative Density Threshold;TerminationRelativeDensityThreshold;FD;False;1;1;False
1611554;Termination Time Threshold;TerminationTimeThreshold;FD;False;1;1;False
1611555;Termination Cardiac Trigger Count Threshold;TerminationCardiacTriggerCountThreshold;FD;False;1;1;False
1611556;Termination Respiratory Trigger Count Threshold;TerminationRespiratoryTriggerCountThreshold;FD;False;1;1;False
1611557;Detector Geometry;DetectorGeometry;CS;False;1;1;False
1611558;Transverse Detector Separation;TransverseDetectorSeparation;FD;False;1;1;False
1611559;Axial Detector Dimension;AxialDetectorDimension;FD;False;1;1;False
1611561;Radiopharmaceutical Agent Number;RadiopharmaceuticalAgentNumber;US;False;1;1;False
1611570;PET Frame Acquisition Sequence;PetFrameAcquisitionSequence;SQ;False;1;1;False
1611571;PET Detector Motion Details Sequence;PetDetectorMotionDetailsSequence;SQ;False;1;1;False
1611572;PET Table Dynamics Sequence;PetTableDynamicsSequence;SQ;False;1;1;False
1611573;PET Position Sequence;PetPositionSequence;SQ;False;1;1;False
1611574;PET Frame Correction Factors Sequence;PetFrameCorrectionFactorsSequence;SQ;False;1;1;False
1611575;Radiopharmaceutical Usage Sequence;RadiopharmaceuticalUsageSequence;SQ;False;1;1;False
1611576;Attenuation Correction Source;AttenuationCorrectionSource;CS;False;1;1;False
1611577;Number of Iterations;NumberOfIterations;US;False;1;1;False
1611584;Number of Subsets;NumberOfSubsets;US;False;1;1;False
1611593;PET Reconstruction Sequence;PetReconstructionSequence;SQ;False;1;1;False
1611601;PET Frame Type Sequence;PetFrameTypeSequence;SQ;False;1;1;False
1611605;Time of Flight Information Used;TimeOfFlightInformationUsed;CS;False;1;1;False
1611606;Reconstruction Type;ReconstructionType;CS;False;1;1;False
1611608;Decay Corrected;DecayCorrected;CS;False;1;1;False
1611609;Attenuation Corrected;AttenuationCorrected;CS;False;1;1;False
1611616;Scatter Corrected;ScatterCorrected;CS;False;1;1;False
1611617;Dead Time Corrected;DeadTimeCorrected;CS;False;1;1;False
1611618;Gantry Motion Corrected;GantryMotionCorrected;CS;False;1;1;False
1611619;Patient Motion Corrected;PatientMotionCorrected;CS;False;1;1;False
1611620;Count Loss Normalization Corrected;CountLossNormalizationCorrected;CS;False;1;1;False
1611621;Randoms Corrected;RandomsCorrected;CS;False;1;1;False
1611622;Non-uniform Radial Sampling Corrected;NonUniformRadialSamplingCorrected;CS;False;1;1;False
1611623;Sensitivity Calibrated;SensitivityCalibrated;CS;False;1;1;False
1611624;Detector Normalization Correction;DetectorNormalizationCorrection;CS;False;1;1;False
1611625;Iterative Reconstruction Method;IterativeReconstructionMethod;CS;False;1;1;False
1611632;Attenuation Correction Temporal Relationship;AttenuationCorrectionTemporalRelationship;CS;False;1;1;False
1611633;Patient Physiological State Sequence;PatientPhysiologicalStateSequence;SQ;False;1;1;False
1611634;Patient Physiological State Code Sequence;PatientPhysiologicalStateCodeSequence;SQ;False;1;1;False
1611777;Depth(s) of Focus;DepthsOfFocus;FD;False;1;4294967295;False
1611779;Excluded Intervals Sequence;ExcludedIntervalsSequence;SQ;False;1;1;False
1611780;Exclusion Start Datetime;ExclusionStartDatetime;DT;False;1;1;False
1611781;Exclusion Duration;ExclusionDuration;FD;False;1;1;False
1611782;US Image Description Sequence;UsImageDescriptionSequence;SQ;False;1;1;False
1611783;Image Data Type Sequence;ImageDataTypeSequence;SQ;False;1;1;False
1611784;Data Type;DataType;CS;False;1;1;False
1611785;Transducer Scan Pattern Code Sequence;TransducerScanPatternCodeSequence;SQ;False;1;1;False
1611787;Aliased Data Type;AliasedDataType;CS;False;1;1;False
1611788;Position Measuring Device Used;PositionMeasuringDeviceUsed;CS;False;1;1;False
1611789;Transducer Geometry Code Sequence;TransducerGeometryCodeSequence;SQ;False;1;1;False
1611790;Transducer Beam Steering Code Sequence;TransducerBeamSteeringCodeSequence;SQ;False;1;1;False
1611791;Transducer Application Code Sequence;TransducerApplicationCodeSequence;SQ;False;1;1;False
1613825;Contributing Equipment Sequence;ContributingEquipmentSequence;SQ;False;1;1;False
1613826;Contribution Date Time;ContributionDateTime;DT;False;1;1;False
1613827;Contribution Description;ContributionDescription;ST;False;1;1;False
2097165;Study Instance UID;StudyInstanceUid;UI;False;1;1;False
2097166;Series Instance UID;SeriesInstanceUid;UI;False;1;1;False
2097168;Study ID;StudyId;SH;False;1;1;False
2097169;Series Number;SeriesNumber;IS;False;1;1;False
2097170;Acquisition Number;AcquisitionNumber;IS;False;1;1;False
2097171;Instance Number;InstanceNumber;IS;False;1;1;False
2097172;Isotope Number;IsotopeNumberRetired;IS;False;1;1;True
2097173;Phase Number;PhaseNumberRetired;IS;False;1;1;True
2097174;Interval Number;IntervalNumberRetired;IS;False;1;1;True
2097175;Time Slot Number;TimeSlotNumberRetired;IS;False;1;1;True
2097176;Angle Number;AngleNumberRetired;IS;False;1;1;True
2097177;Item Number;ItemNumber;IS;False;1;1;False
2097184;Patient Orientation;PatientOrientation;CS;False;2;2;False
2097186;Overlay Number;OverlayNumberRetired;IS;False;1;1;True
2097188;Curve Number;CurveNumberRetired;IS;False;1;1;True
2097190;LUT Number;LutNumberRetired;IS;False;1;1;True
2097200;Image Position;ImagePositionRetired;DS;False;3;3;True
2097202;Image Position (Patient);ImagePositionPatient;DS;False;3;3;False
2097205;Image Orientation;ImageOrientationRetired;DS;False;6;6;True
2097207;Image Orientation (Patient);ImageOrientationPatient;DS;False;6;6;False
2097232;Location;LocationRetired;DS;False;1;1;True
2097234;Frame of Reference UID;FrameOfReferenceUid;UI;False;1;1;False
2097248;Laterality;Laterality;CS;False;1;1;False
2097250;Image Laterality;ImageLaterality;CS;False;1;1;False
2097264;Image Geometry Type;ImageGeometryTypeRetired;LO;False;1;1;True
2097280;Masking Image;MaskingImageRetired;CS;False;1;4294967295;True
2097322;Report Number;ReportNumberRetired;IS;False;1;1;True
2097408;Temporal Position Identifier;TemporalPositionIdentifier;IS;False;1;1;False
2097413;Number of Temporal Positions;NumberOfTemporalPositions;IS;False;1;1;False
2097424;Temporal Resolution;TemporalResolution;DS;False;1;1;False
2097664;Synchronization Frame of Reference UID;SynchronizationFrameOfReferenceUid;UI;False;1;1;False
2097730;SOP Instance UID of Concatenation Source;SopInstanceUidOfConcatenationSource;UI;False;1;1;False
2101248;Series in Study;SeriesInStudyRetired;IS;False;1;1;True
2101249;Acquisitions in Series;AcquisitionsInSeriesRetired;IS;False;1;1;True
2101250;Images in Acquisition;ImagesInAcquisition;IS;False;1;1;False
2101251;Images in Series;ImagesInSeriesRetired;IS;False;1;1;True
2101252;Acquisitions in Study;AcquisitionsInStudyRetired;IS;False;1;1;True
2101253;Images in Study;ImagesInStudyRetired;IS;False;1;1;True
2101280;Reference;ReferenceRetired;LO;False;1;4294967295;True
2101312;Position Reference Indicator;PositionReferenceIndicator;LO;False;1;1;False
2101313;Slice Location;SliceLocation;DS;False;1;1;False
2101360;Other Study Numbers;OtherStudyNumbersRetired;IS;False;1;4294967295;True
2101760;Number of Patient Related Studies;NumberOfPatientRelatedStudies;IS;False;1;1;False
2101762;Number of Patient Related Series;NumberOfPatientRelatedSeries;IS;False;1;1;False
2101764;Number of Patient Related Instances;NumberOfPatientRelatedInstances;IS;False;1;1;False
2101766;Number of Study Related Series;NumberOfStudyRelatedSeries;IS;False;1;1;False
2101768;Number of Study Related Instances;NumberOfStudyRelatedInstances;IS;False;1;1;False
2101769;Number of Series Related Instances;NumberOfSeriesRelatedInstances;IS;False;1;1;False
2109696;Source Image IDs;SourceImageIdsRetired;CS;False;1;4294967295;True
2110465;Modifying Device ID;ModifyingDeviceIdRetired;CS;False;1;1;True
2110466;Modified Image ID;ModifiedImageIdRetired;CS;False;1;1;True
2110467;Modified Image Date;ModifiedImageDateRetired;DA;False;1;1;True
2110468;Modifying Device Manufacturer;ModifyingDeviceManufacturerRetired;LO;False;1;1;True
2110469;Modified Image Time;ModifiedImageTimeRetired;TM;False;1;1;True
2110470;Modified Image Description;ModifiedImageDescriptionRetired;LO;False;1;1;True
2113536;Image Comments;ImageComments;LT;False;1;1;False
2117632;Original Image Identification;OriginalImageIdentificationRetired;AT;False;1;4294967295;True
2117634;Original Image Identification Nomenclature;OriginalImageIdentificationNomenclatureRetired;LO;False;1;4294967295;True
2134102;Stack ID;StackId;SH;False;1;1;False
2134103;In-Stack Position Number;InStackPositionNumber;UL;False;1;1;False
2134129;Frame Anatomy Sequence;FrameAnatomySequence;SQ;False;1;1;False
2134130;Frame Laterality;FrameLaterality;CS;False;1;1;False
2134289;Frame Content Sequence;FrameContentSequence;SQ;False;1;1;False
2134291;Plane Position Sequence;PlanePositionSequence;SQ;False;1;1;False
2134294;Plane Orientation Sequence;PlaneOrientationSequence;SQ;False;1;1;False
2134312;Temporal Position Index;TemporalPositionIndex;UL;False;1;1;False
2134355;Nominal Cardiac Trigger Delay Time;NominalCardiacTriggerDelayTime;FD;False;1;1;False
2134356;Nominal Cardiac Trigger Time Prior To R-Peak;NominalCardiacTriggerTimePriorToRPeak;FL;False;1;1;False
2134357;Actual Cardiac Trigger Time Prior To R-Peak;ActualCardiacTriggerTimePriorToRPeak;FL;False;1;1;False
2134358;Frame Acquisition Number;FrameAcquisitionNumber;US;False;1;1;False
2134359;Dimension Index Values;DimensionIndexValues;UL;False;1;4294967295;False
2134360;Frame Comments;FrameComments;LT;False;1;1;False
2134369;Concatenation UID;ConcatenationUid;UI;False;1;1;False
2134370;In-concatenation Number;InConcatenationNumber;US;False;1;1;False
2134371;In-concatenation Total Number;InConcatenationTotalNumber;US;False;1;1;False
2134372;Dimension Organization UID;DimensionOrganizationUid;UI;False;1;1;False
2134373;Dimension Index Pointer;DimensionIndexPointer;AT;False;1;1;False
2134375;Functional Group Pointer;FunctionalGroupPointer;AT;False;1;1;False
2134547;Dimension Index Private Creator;DimensionIndexPrivateCreator;LO;False;1;1;False
2134561;Dimension Organization Sequence;DimensionOrganizationSequence;SQ;False;1;1;False
2134562;Dimension Index Sequence;DimensionIndexSequence;SQ;False;1;1;False
2134568;Concatenation Frame Offset Number;ConcatenationFrameOffsetNumber;UL;False;1;1;False
2134584;Functional Group Private Creator;FunctionalGroupPrivateCreator;LO;False;1;1;False
2134593;Nominal Percentage of Cardiac Phase;NominalPercentageOfCardiacPhase;FL;False;1;1;False
2134597;Nominal Percentage of Respiratory Phase;NominalPercentageOfRespiratoryPhase;FL;False;1;1;False
2134598;Starting Respiratory Amplitude;StartingRespiratoryAmplitude;FL;False;1;1;False
2134599;Starting Respiratory Phase;StartingRespiratoryPhase;CS;False;1;1;False
2134600;Ending Respiratory Amplitude;EndingRespiratoryAmplitude;FL;False;1;1;False
2134601;Ending Respiratory Phase;EndingRespiratoryPhase;CS;False;1;1;False
2134608;Respiratory Trigger Type;RespiratoryTriggerType;CS;False;1;1;False
2134609;R-R Interval Time Nominal;RRIntervalTimeNominal;FD;False;1;1;False
2134610;Actual Cardiac Trigger Delay Time;ActualCardiacTriggerDelayTime;FD;False;1;1;False
2134611;Respiratory Synchronization Sequence;RespiratorySynchronizationSequence;SQ;False;1;1;False
2134612;Respiratory Interval Time;RespiratoryIntervalTime;FD;False;1;1;False
2134613;Nominal Respiratory Trigger Delay Time;NominalRespiratoryTriggerDelayTime;FD;False;1;1;False
2134614;Respiratory Trigger Delay Threshold;RespiratoryTriggerDelayThreshold;FD;False;1;1;False
2134615;Actual Respiratory Trigger Delay Time;ActualRespiratoryTriggerDelayTime;FD;False;1;1;False
2134785;Image Position (Volume);ImagePositionVolume;FD;False;3;3;False
2134786;Image Orientation (Volume);ImageOrientationVolume;FD;False;6;6;False
2134791;Ultrasound Acquisition Geometry;UltrasoundAcquisitionGeometry;CS;False;1;1;False
2134792;Apex Position;ApexPosition;FD;False;3;3;False
2134793;Volume to Transducer Mapping Matrix;VolumeToTransducerMappingMatrix;FD;False;16;16;False
2134794;Volume to Table Mapping Matrix;VolumeToTableMappingMatrix;FD;False;16;16;False
2134796;Patient Frame of Reference Source;PatientFrameOfReferenceSource;CS;False;1;1;False
2134797;Temporal Position Time Offset;TemporalPositionTimeOffset;FD;False;1;1;False
2134798;Plane Position (Volume) Sequence;PlanePositionVolumeSequence;SQ;False;1;1;False
2134799;Plane Orientation (Volume) Sequence;PlaneOrientationVolumeSequence;SQ;False;1;1;False
2134800;Temporal Position Sequence;TemporalPositionSequence;SQ;False;1;1;False
2134801;Dimension Organization Type;DimensionOrganizationType;CS;False;1;1;False
2134802;Volume Frame of Reference UID;VolumeFrameOfReferenceUid;UI;False;1;1;False
2134803;Table Frame of Reference UID;TableFrameOfReferenceUid;UI;False;1;1;False
2135073;Dimension Description Label;DimensionDescriptionLabel;LO;False;1;1;False
2135120;Patient Orientation in Frame Sequence;PatientOrientationInFrameSequence;SQ;False;1;1;False
2135123;Frame Label;FrameLabel;LO;False;1;1;False
2135320;Acquisition Index;AcquisitionIndex;US;False;1;4294967295;False
2135337;Contributing SOP Instances Reference Sequence;ContributingSopInstancesReferenceSequence;SQ;False;1;1;False
2135350;Reconstruction Index;ReconstructionIndex;US;False;1;1;False
2228225;Light Path Filter Pass-Through Wavelength;LightPathFilterPassThroughWavelength;US;False;1;1;False
2228226;Light Path Filter Pass Band;LightPathFilterPassBand;US;False;2;2;False
2228227;Image Path Filter Pass-Through Wavelength;ImagePathFilterPassThroughWavelength;US;False;1;1;False
2228228;Image Path Filter Pass Band;ImagePathFilterPassBand;US;False;2;2;False
2228229;Patient Eye Movement Commanded;PatientEyeMovementCommanded;CS;False;1;1;False
2228230;Patient Eye Movement Command Code Sequence;PatientEyeMovementCommandCodeSequence;SQ;False;1;1;False
2228231;Spherical Lens Power;SphericalLensPower;FL;False;1;1;False
2228232;Cylinder Lens Power;CylinderLensPower;FL;False;1;1;False
2228233;Cylinder Axis;CylinderAxis;FL;False;1;1;False
2228234;Emmetropic Magnification;EmmetropicMagnification;FL;False;1;1;False
2228235;Intra Ocular Pressure;IntraOcularPressure;FL;False;1;1;False
2228236;Horizontal Field of View;HorizontalFieldOfView;FL;False;1;1;False
2228237;Pupil Dilated;PupilDilated;CS;False;1;1;False
2228238;Degree of Dilation;DegreeOfDilation;FL;False;1;1;False
2228240;Stereo Baseline Angle;StereoBaselineAngle;FL;False;1;1;False
2228241;Stereo Baseline Displacement;StereoBaselineDisplacement;FL;False;1;1;False
2228242;Stereo Horizontal Pixel Offset;StereoHorizontalPixelOffset;FL;False;1;1;False
2228243;Stereo Vertical Pixel Offset;StereoVerticalPixelOffset;FL;False;1;1;False
2228244;Stereo Rotation;StereoRotation;FL;False;1;1;False
2228245;Acquisition Device Type Code Sequence;AcquisitionDeviceTypeCodeSequence;SQ;False;1;1;False
2228246;Illumination Type Code Sequence;IlluminationTypeCodeSequence;SQ;False;1;1;False
2228247;Light Path Filter Type Stack Code Sequence;LightPathFilterTypeStackCodeSequence;SQ;False;1;1;False
2228248;Image Path Filter Type Stack Code Sequence;ImagePathFilterTypeStackCodeSequence;SQ;False;1;1;False
2228249;Lenses Code Sequence;LensesCodeSequence;SQ;False;1;1;False
2228250;Channel Description Code Sequence;ChannelDescriptionCodeSequence;SQ;False;1;1;False
2228251;Refractive State Sequence;RefractiveStateSequence;SQ;False;1;1;False
2228252;Mydriatic Agent Code Sequence;MydriaticAgentCodeSequence;SQ;False;1;1;False
2228253;Relative Image Position Code Sequence;RelativeImagePositionCodeSequence;SQ;False;1;1;False
2228254;Camera Angle of View;CameraAngleOfView;FL;False;1;1;False
2228256;Stereo Pairs Sequence;StereoPairsSequence;SQ;False;1;1;False
2228257;Left Image Sequence;LeftImageSequence;SQ;False;1;1;False
2228258;Right Image Sequence;RightImageSequence;SQ;False;1;1;False
2228272;Axial Length of the Eye;AxialLengthOfTheEye;FL;False;1;1;False
2228273;Ophthalmic Frame Location Sequence;OphthalmicFrameLocationSequence;SQ;False;1;1;False
2228274;Reference Coordinates;ReferenceCoordinates;FL;False;2;4294967295;False
2228277;Depth Spatial Resolution;DepthSpatialResolution;FL;False;1;1;False
2228278;Maximum Depth Distortion;MaximumDepthDistortion;FL;False;1;1;False
2228279;Along-scan Spatial Resolution;AlongScanSpatialResolution;FL;False;1;1;False
2228280;Maximum Along-scan Distortion;MaximumAlongScanDistortion;FL;False;1;1;False
2228281;Ophthalmic Image Orientation;OphthalmicImageOrientation;CS;False;1;1;False
2228289;Depth of Transverse Image;DepthOfTransverseImage;FL;False;1;1;False
2228290;Mydriatic Agent Concentration Units Sequence;MydriaticAgentConcentrationUnitsSequence;SQ;False;1;1;False
2228296;Across-scan Spatial Resolution;AcrossScanSpatialResolution;FL;False;1;1;False
2228297;Maximum Across-scan Distortion;MaximumAcrossScanDistortion;FL;False;1;1;False
2228302;Mydriatic Agent Concentration;MydriaticAgentConcentration;DS;False;1;1;False
2228309;Illumination Wave Length;IlluminationWaveLength;FL;False;1;1;False
2228310;Illumination Power;IlluminationPower;FL;False;1;1;False
2228311;Illumination Bandwidth;IlluminationBandwidth;FL;False;1;1;False
2228312;Mydriatic Agent Sequence;MydriaticAgentSequence;SQ;False;1;1;False
2232327;Ophthalmic Axial Measurements Right Eye Sequence;OphthalmicAxialMeasurementsRightEyeSequence;SQ;False;1;1;False
2232328;Ophthalmic Axial Measurements Left Eye Sequence;OphthalmicAxialMeasurementsLeftEyeSequence;SQ;False;1;1;False
2232336;Ophthalmic Axial Length Measurements Type;OphthalmicAxialLengthMeasurementsType;CS;False;1;1;False
2232345;Ophthalmic Axial Length;OphthalmicAxialLength;FL;False;1;1;False
2232356;Lens Status Code Sequence;LensStatusCodeSequence;SQ;False;1;1;False
2232357;Vitreous Status Code Sequence;VitreousStatusCodeSequence;SQ;False;1;1;False
2232360;IOL Formula Code Sequence;IolFormulaCodeSequence;SQ;False;1;1;False
2232361;IOL Formula Detail;IolFormulaDetail;LO;False;1;1;False
2232371;Keratometer Index;KeratometerIndex;FL;False;1;1;False
2232373;Source of Ophthalmic Axial Length Code Sequence;SourceOfOphthalmicAxialLengthCodeSequence;SQ;False;1;1;False
2232375;Target Refraction;TargetRefraction;FL;False;1;1;False
2232377;Refractive Procedure Occurred;RefractiveProcedureOccurred;CS;False;1;1;False
2232384;Refractive Surgery Type Code Sequence;RefractiveSurgeryTypeCodeSequence;SQ;False;1;1;False
2232388;Ophthalmic Ultrasound Axial Measurements Type Code Sequence;OphthalmicUltrasoundAxialMeasurementsTypeCodeSequence;SQ;False;1;1;False
2232400;Ophthalmic Axial Length Measurements Sequence;OphthalmicAxialLengthMeasurementsSequence;SQ;False;1;1;False
2232403;IOL Power;IolPower;FL;False;1;1;False
2232404;Predicted Refractive Error;PredictedRefractiveError;FL;False;1;1;False
2232409;Ophthalmic Axial Length Velocity;OphthalmicAxialLengthVelocity;FL;False;1;1;False
2232421;Lens Status Description;LensStatusDescription;LO;False;1;1;False
2232422;Vitreous Status Description;VitreousStatusDescription;LO;False;1;1;False
2232464;IOL Power Sequence;IolPowerSequence;SQ;False;1;1;False
2232466;Lens Constant Sequence;LensConstantSequence;SQ;False;1;1;False
2232467;IOL Manufacturer;IolManufacturer;LO;False;1;1;False
2232468;Lens Constant Description;LensConstantDescription;LO;False;1;1;False
2232470;Keratometry Measurement Type Code Sequence;KeratometryMeasurementTypeCodeSequence;SQ;False;1;1;False
2232576;Referenced Ophthalmic Axial Measurements Sequence;ReferencedOphthalmicAxialMeasurementsSequence;SQ;False;1;1;False
2232577;Ophthalmic Axial Length Measurements Segment Name Code Sequence;OphthalmicAxialLengthMeasurementsSegmentNameCodeSequence;SQ;False;1;1;False
2232579;Refractive Error Before Refractive Surgery Code Sequence;RefractiveErrorBeforeRefractiveSurgeryCodeSequence;SQ;False;1;1;False
2232609;IOL Power For Exact Emmetropia;IolPowerForExactEmmetropia;FL;False;1;1;False
2232610;IOL Power For Exact Target Refraction;IolPowerForExactTargetRefraction;FL;False;1;1;False
2232613;Anterior Chamber Depth Definition Code Sequence;AnteriorChamberDepthDefinitionCodeSequence;SQ;False;1;1;False
2232624;Lens Thickness;LensThickness;FL;False;1;1;False
2232625;Anterior Chamber Depth;AnteriorChamberDepth;FL;False;1;1;False
2232626;Source of Lens Thickness Data Code Sequence;SourceOfLensThicknessDataCodeSequence;SQ;False;1;1;False
2232627;Source of Anterior Chamber Depth Data Code Sequence;SourceOfAnteriorChamberDepthDataCodeSequence;SQ;False;1;1;False
2232629;Source of Refractive Error Data Code Sequence;SourceOfRefractiveErrorDataCodeSequence;SQ;False;1;1;False
2232640;Ophthalmic Axial Length Measurement Modified;OphthalmicAxialLengthMeasurementModified;CS;False;1;1;False
2232656;Ophthalmic Axial Length Data Source Code Sequence;OphthalmicAxialLengthDataSourceCodeSequence;SQ;False;1;1;False
2232659;Ophthalmic Axial Length Acquisition Method Code Sequence;OphthalmicAxialLengthAcquisitionMethodCodeSequence;SQ;False;1;1;False
2232661;Signal to Noise Ratio;SignalToNoiseRatio;FL;False;1;1;False
2232665;Ophthalmic Axial Length Data Source Description;OphthalmicAxialLengthDataSourceDescription;LO;False;1;1;False
2232848;Ophthalmic Axial Length Measurements Total Length Sequence;OphthalmicAxialLengthMeasurementsTotalLengthSequence;SQ;False;1;1;False
2232849;Ophthalmic Axial Length Measurements Segmental Length Sequence;OphthalmicAxialLengthMeasurementsSegmentalLengthSequence;SQ;False;1;1;False
2232850;Ophthalmic Axial Length Measurements Length Summation Sequence;OphthalmicAxialLengthMeasurementsLengthSummationSequence;SQ;False;1;1;False
2232864;Ultrasound Ophthalmic Axial Length Measurements Sequence;UltrasoundOphthalmicAxialLengthMeasurementsSequence;SQ;False;1;1;False
